state,isMetro,parent_count,child_count,needs_childcare,total_cost,median_family_income
5,False,1,4,1,89329.5708,66626.6328125
5,False,2,0,0,53560.6872,66626.6328125
5,False,2,1,1,68963.4084,66626.6328125
5,False,2,2,1,79290.2808,66626.6328125
5,False,2,3,1,92143.6932,66626.6328125
5,False,2,4,1,99097.992,66626.6328125
5,False,1,0,0,38077.8924,52459.515625
5,False,1,1,1,53821.236,52459.515625
5,False,1,2,1,65268.504,52459.515625
5,False,1,3,1,77400.3804,52459.515625
5,False,1,4,1,82272.51,52459.515625
5,False,2,0,0,48575.388,52459.515625
5,False,2,1,1,65998.4412,52459.515625
5,False,2,2,1,75883.2192,52459.515625
5,False,2,3,1,86428.6176,52459.515625
5,False,2,4,1,91460.3376,52459.515625
5,False,1,0,0,41854.3656,63076.8984375
5,False,1,1,1,58664.0628,63076.8984375
5,False,1,2,1,71504.1852,63076.8984375
5,False,1,3,1,87901.7232,63076.8984375
5,False,1,4,1,93622.9104,63076.8984375
5,False,2,0,0,52979.9412,63076.8984375
5,False,2,1,1,71460.9204,63076.8984375
5,False,2,2,1,82248.2928,63076.8984375
5,False,2,3,1,96540.5748,63076.8984375
5,False,2,4,1,102746.2968,63076.8984375
5,True,1,0,0,46096.9512,106977.8203125
5,True,1,1,1,75122.2092,106977.8203125
5,True,1,2,1,92516.274,106977.8203125
5,True,1,3,1,117229.8396,106977.8203125
5,True,1,4,1,123545.604,106977.8203125
5,True,2,0,0,59972.742,106977.8203125
5,True,2,1,1,86724.3576,106977.8203125
5,True,2,2,1,102935.0628,106977.8203125
5,True,2,3,1,125138.508,106977.8203125
5,True,2,4,1,131949.96,106977.8203125
5,False,1,0,0,37678.0992,53266.6015625
5,False,1,1,1,52583.238,53266.6015625
5,False,1,2,1,63779.9004,53266.6015625
5,False,1,3,1,77340.6096,53266.6015625
5,False,1,4,1,82106.0748,53266.6015625
5,False,2,0,0,47846.8008,53266.6015625
5,False,2,1,1,64434.3864,53266.6015625
5,False,2,2,1,74085.978,53266.6015625
5,False,2,3,1,86000.3736,53266.6015625
5,False,2,4,1,90910.1952,53266.6015625
5,False,1,0,0,36818.0304,61758.453125
5,False,1,1,1,53245.998,61758.453125
5,False,1,2,1,64542.1704,61758.453125
5,False,1,3,1,78243.5508,61758.453125
5,False,1,4,1,82909.9572,61758.453125
5,False,2,0,0,47049.4128,61758.453125
5,False,2,1,1,65173.8048,61758.453125
5,False,2,2,1,75001.4292,61758.453125
5,False,2,3,1,87048.3804,61758.453125
5,False,2,4,1,91810.8168,61758.453125
5,False,1,0,0,39149.49,65302.02734375
5,False,1,1,1,54288.0588,65302.02734375
5,False,1,2,1,66633.2112,65302.02734375
5,False,1,3,1,83555.766,65302.02734375
5,False,1,4,1,89475.1404,65302.02734375
5,False,2,0,0,50932.3296,65302.02734375
5,False,2,1,1,67566.9612,65302.02734375
5,False,2,2,1,78291.5448,65302.02734375
5,False,2,3,1,93102.5748,65302.02734375
5,False,2,4,1,99467.1792,65302.02734375
5,False,1,0,0,43966.3416,93535.640625
5,False,1,1,1,62563.5996,93535.640625
5,False,1,2,1,75626.2848,93535.640625
5,False,1,3,1,95936.6256,93535.640625
5,False,1,4,1,101969.6952,93535.640625
5,False,2,0,0,56890.6116,93535.640625
5,False,2,1,1,74767.5816,93535.640625
5,False,2,2,1,86241.0996,93535.640625
5,False,2,3,1,104333.2848,93535.640625
5,False,2,4,1,111622.1484,93535.640625
5,True,1,0,0,43547.5776,94303.703125
5,True,1,1,1,70296.0708,94303.703125
5,True,1,2,1,86937.1176,94303.703125
5,True,1,3,1,110677.1016,94303.703125
5,True,1,4,1,117786.8436,94303.703125
5,True,2,0,0,57948.8964,94303.703125
5,True,2,1,1,82890.264,94303.703125
5,True,2,2,1,97425.6744,94303.703125
5,True,2,3,1,120205.38,94303.703125
5,True,2,4,1,126982.548,94303.703125
5,False,1,0,0,34689.6036,56722.8984375
5,False,1,1,1,52721.5608,56722.8984375
5,False,1,2,1,64128.768,56722.8984375
5,False,1,3,1,79818.7212,56722.8984375
5,False,1,4,1,84842.6544,56722.8984375
5,False,2,0,0,46904.2236,56722.8984375
5,False,2,1,1,64987.9752,56722.8984375
5,False,2,2,1,74967.018,56722.8984375
5,False,2,3,1,88846.3248,56722.8984375
5,False,2,4,1,94001.9184,56722.8984375
5,False,1,0,0,38795.0772,71914.7890625
5,False,1,1,1,55600.014,71914.7890625
5,False,1,2,1,67670.6484,71914.7890625
5,False,1,3,1,81342.3048,71914.7890625
5,False,1,4,1,86742.6792,71914.7890625
5,False,2,0,0,49604.5728,71914.7890625
5,False,2,1,1,68098.3596,71914.7890625
5,False,2,2,1,78398.736,71914.7890625
5,False,2,3,1,90358.8636,71914.7890625
5,False,2,4,1,95977.2888,71914.7890625
5,False,1,0,0,36946.5408,68296.2578125
5,False,1,1,1,52265.4204,68296.2578125
5,False,1,2,1,63575.7948,68296.2578125
5,False,1,3,1,79087.0308,68296.2578125
5,False,1,4,1,83986.2948,68296.2578125
5,False,2,0,0,47531.7276,68296.2578125
5,False,2,1,1,64586.9004,68296.2578125
5,False,2,2,1,74493.75,68296.2578125
5,False,2,3,1,88257.1056,68296.2578125
5,False,2,4,1,93289.02,68296.2578125
5,True,1,0,0,35643.0588,71167.2578125
5,True,1,1,1,58963.1076,71167.2578125
5,True,1,2,1,73584.756,71167.2578125
5,True,1,3,1,92445.8436,71167.2578125
5,True,1,4,1,97915.266,71167.2578125
5,True,2,0,0,48371.5572,71167.2578125
5,True,2,1,1,71429.7012,71167.2578125
5,True,2,2,1,84084.6036,71167.2578125
5,True,2,3,1,100850.016,71167.2578125
5,True,2,4,1,106595.6256,71167.2578125
5,False,1,0,0,43989.4272,67065.0859375
5,False,1,1,1,62126.1264,67065.0859375
5,False,1,2,1,74676.774,67065.0859375
5,False,1,3,1,91438.1484,67065.0859375
5,False,1,4,1,97444.4124,67065.0859375
5,False,2,0,0,56080.2132,67065.0859375
5,False,2,1,1,74029.0668,67065.0859375
5,False,2,2,1,85054.254,67065.0859375
5,False,2,3,1,99731.496,67065.0859375
5,False,2,4,1,107150.3784,67065.0859375
5,False,1,0,0,36770.8764,73597.7578125
5,False,1,1,1,54000.5976,73597.7578125
5,False,1,2,1,64953.3636,73597.7578125
5,False,1,3,1,77799.0528,73597.7578125
5,False,1,4,1,82986.2748,73597.7578125
5,False,2,0,0,48336.6624,73597.7578125
5,False,2,1,1,65733.996,73597.7578125
5,False,2,2,1,75825.3696,73597.7578125
5,False,2,3,1,86988.1992,73597.7578125
5,False,2,4,1,92384.1624,73597.7578125
5,False,1,0,0,37148.0688,59350.546875
5,False,1,1,1,53866.7868,59350.546875
5,False,1,2,1,65312.8248,59350.546875
5,False,1,3,1,78194.9652,59350.546875
5,False,1,4,1,82971.7212,59350.546875
5,False,2,0,0,47337.9576,59350.546875
5,False,2,1,1,65706.7968,59350.546875
5,False,2,2,1,75626.5428,59350.546875
5,False,2,3,1,86861.6832,59350.546875
5,False,2,4,1,91780.8396,59350.546875
5,False,1,0,0,37182.7788,64660.26171875
5,False,1,1,1,54248.5836,64660.26171875
5,False,1,2,1,66177.0648,64660.26171875
5,False,1,3,1,82823.8716,64660.26171875
5,False,1,4,1,88190.1744,64660.26171875
5,False,2,0,0,47930.514,64660.26171875
5,False,2,1,1,66636.762,64660.26171875
5,False,2,2,1,76978.8108,64660.26171875
5,False,2,3,1,91611.3276,64660.26171875
5,False,2,4,1,97245.8904,64660.26171875
5,False,1,0,0,35811.0708,65011.4375
5,False,1,1,1,53842.014,65011.4375
5,False,1,2,1,65220.8436,65011.4375
5,False,1,3,1,78460.746,65011.4375
5,False,1,4,1,83256.0756,65011.4375
5,False,2,0,0,47750.0424,65011.4375
5,False,2,1,1,66086.6364,65011.4375
5,False,2,2,1,75984.522,65011.4375
5,False,2,3,1,87590.988,65011.4375
5,False,2,4,1,92509.98,65011.4375
5,False,1,0,0,35523.4224,54674.37890625
5,False,1,1,1,51390.6624,54674.37890625
5,False,1,2,1,62442.4512,54674.37890625
5,False,1,3,1,74170.1604,54674.37890625
5,False,1,4,1,78687.774,54674.37890625
5,False,2,0,0,46073.3004,54674.37890625
5,False,2,1,1,63708.3336,54674.37890625
5,False,2,2,1,73396.3068,54674.37890625
5,False,2,3,1,83689.9044,54674.37890625
5,False,2,4,1,88534.8696,54674.37890625
5,False,1,0,0,46434.606,81192.1640625
5,False,1,1,1,68527.3476,81192.1640625
5,False,1,2,1,81775.1772,81192.1640625
5,False,1,3,1,98052.1644,81192.1640625
5,False,1,4,1,103582.98,81192.1640625
5,False,2,0,0,57935.8356,81192.1640625
5,False,2,1,1,79842.1752,81192.1640625
5,False,2,2,1,91215.3864,81192.1640625
5,False,2,3,1,105637.8276,81192.1640625
5,False,2,4,1,112413.9024,81192.1640625
5,True,1,0,0,45799.7904,90292.921875
5,True,1,1,1,71001.0288,90292.921875
5,True,1,2,1,86615.5728,90292.921875
5,True,1,3,1,107981.25,90292.921875
5,True,1,4,1,113611.5348,90292.921875
5,True,2,0,0,58554.7908,90292.921875
5,True,2,1,1,82132.4244,90292.921875
5,True,2,2,1,96546.6444,90292.921875
5,True,2,3,1,115248.9024,90292.921875
5,True,2,4,1,121186.404,90292.921875
5,False,1,0,0,36811.9128,63672.45703125
5,False,1,1,1,52660.3596,63672.45703125
5,False,1,2,1,63918.4752,63672.45703125
5,False,1,3,1,77236.3764,63672.45703125
5,False,1,4,1,82113.5328,63672.45703125
5,False,2,0,0,47359.398,63672.45703125
5,False,2,1,1,64960.4124,63672.45703125
5,False,2,2,1,74738.1684,63672.45703125
5,False,2,3,1,86417.7072,63672.45703125
5,False,2,4,1,91470.4224,63672.45703125
5,False,1,0,0,47249.6664,99759.234375
5,False,1,1,1,75867.5796,99759.234375
5,False,1,2,1,91261.4472,99759.234375
5,False,1,3,1,114526.6056,99759.234375
5,False,1,4,1,120364.164,99759.234375
5,False,2,0,0,61784.6424,99759.234375
5,False,2,1,1,87745.1544,99759.234375
5,False,2,2,1,100474.5,99759.234375
5,False,2,3,1,121855.5,99759.234375
5,False,2,4,1,128203.536,99759.234375
5,False,1,0,0,35566.8924,50958.296875
5,False,1,1,1,50157.996,50958.296875
5,False,1,2,1,61145.0748,50958.296875
5,False,1,3,1,72497.3088,50958.296875
5,False,1,4,1,77069.7948,50958.296875
5,False,2,0,0,46130.4468,50958.296875
5,False,2,1,1,62460.1236,50958.296875
5,False,2,2,1,72059.9064,50958.296875
5,False,2,3,1,82054.4712,50958.296875
5,False,2,4,1,86949.7092,50958.296875
5,True,1,0,0,34176.2436,61752.29296875
5,True,1,1,1,53043.3336,61752.29296875
5,True,1,2,1,66142.5816,61752.29296875
5,True,1,3,1,80564.5308,61752.29296875
5,True,1,4,1,85681.3128,61752.29296875
5,True,2,0,0,44822.988,61752.29296875
5,True,2,1,1,65460.3048,61752.29296875
5,True,2,2,1,77138.7132,61752.29296875
5,True,2,3,1,89846.1264,61752.29296875
5,True,2,4,1,95073.3576,61752.29296875
5,False,1,0,0,38073.5004,77894.0
5,False,1,1,1,54944.0688,77894.0
5,False,1,2,1,65930.4312,77894.0
5,False,1,3,1,80325.5328,77894.0
5,False,1,4,1,86354.1564,77894.0
5,False,2,0,0,48995.3052,77894.0
5,False,2,1,1,66627.4452,77894.0
5,False,2,2,1,76743.9252,77894.0
5,False,2,3,1,90168.7092,77894.0
5,False,2,4,1,95611.6236,77894.0
5,False,1,0,0,36701.3556,59639.08203125
5,False,1,1,1,51336.6264,59639.08203125
5,False,1,2,1,62769.8904,59639.08203125
5,False,1,3,1,77216.4312,59639.08203125
5,False,1,4,1,82449.8556,59639.08203125
5,False,2,0,0,47664.6792,59639.08203125
5,False,2,1,1,64024.1364,59639.08203125
5,False,2,2,1,73962.5388,59639.08203125
5,False,2,3,1,86720.9004,59639.08203125
5,False,2,4,1,92178.4512,59639.08203125
5,False,1,0,0,46596.6384,97519.7265625
5,False,1,1,1,69381.768,97519.7265625
5,False,1,2,1,84000.7212,97519.7265625
5,False,1,3,1,103179.7968,97519.7265625
5,False,1,4,1,110527.7232,97519.7265625
5,False,2,0,0,58705.734,97519.7265625
5,False,2,1,1,81901.1724,97519.7265625
5,False,2,2,1,94411.23,97519.7265625
5,False,2,3,1,112513.5708,97519.7265625
5,False,2,4,1,119530.7808,97519.7265625
5,False,1,0,0,37059.1176,52875.37890625
5,False,1,1,1,52656.234,52875.37890625
5,False,1,2,1,64091.2032,52875.37890625
5,False,1,3,1,76502.1792,52875.37890625
5,False,1,4,1,81666.4692,52875.37890625
5,False,2,0,0,47834.0448,52875.37890625
5,False,2,1,1,65141.5668,52875.37890625
5,False,2,2,1,75016.9044,52875.37890625
5,False,2,3,1,85789.8456,52875.37890625
5,False,2,4,1,91199.7768,52875.37890625
5,False,1,0,0,42353.4372,62893.09375
5,False,1,1,1,59031.732,62893.09375
5,False,1,2,1,71708.7012,62893.09375
5,False,1,3,1,87877.5,62893.09375
5,False,1,4,1,93370.3296,62893.09375
5,False,2,0,0,53022.486,62893.09375
5,False,2,1,1,71351.3148,62893.09375
5,False,2,2,1,81941.73,62893.09375
5,False,2,3,1,96000.8256,62893.09375
5,False,2,4,1,101951.9652,62893.09375
5,False,1,0,0,44740.4088,96787.59375
5,False,1,1,1,70365.6444,96787.59375
5,False,1,2,1,83869.3944,96787.59375
5,False,1,3,1,105589.6404,96787.59375
5,False,1,4,1,111658.8276,96787.59375
5,False,2,0,0,58769.3028,96787.59375
5,False,2,1,1,81368.262,96787.59375
5,False,2,2,1,92988.2748,96787.59375
5,False,2,3,1,113580.8556,96787.59375
5,False,2,4,1,119095.6176,96787.59375
5,False,1,0,0,37097.7564,64176.62890625
5,False,1,1,1,51004.9104,64176.62890625
5,False,1,2,1,62202.1116,64176.62890625
5,False,1,3,1,73583.3904,64176.62890625
5,False,1,4,1,78321.5508,64176.62890625
5,False,2,0,0,47650.1664,64176.62890625
5,False,2,1,1,63266.226,64176.62890625
5,False,2,2,1,72976.2192,64176.62890625
5,False,2,3,1,82920.486,64176.62890625
5,False,2,4,1,87996.1344,64176.62890625
5,False,1,0,0,49135.4532,92208.9765625
5,False,1,1,1,74850.75,92208.9765625
5,False,1,2,1,90677.7768,92208.9765625
5,False,1,3,1,115335.0468,92208.9765625
5,False,1,4,1,122441.664,92208.9765625
5,False,2,0,0,64082.766,92208.9765625
5,False,2,1,1,87410.6076,92208.9765625
5,False,2,2,1,101986.8396,92208.9765625
5,False,2,3,1,123950.388,92208.9765625
5,False,2,4,1,131792.496,92208.9765625
5,True,1,0,0,40373.6688,81644.9921875
5,True,1,1,1,65500.7928,81644.9921875
5,True,1,2,1,80477.5836,81644.9921875
5,True,1,3,1,101183.976,81644.9921875
5,True,1,4,1,107675.742,81644.9921875
5,True,2,0,0,53476.8984,81644.9921875
5,True,2,1,1,77073.5508,81644.9921875
5,True,2,2,1,90158.4084,81644.9921875
5,True,2,3,1,109711.3824,81644.9921875
5,True,2,4,1,115625.766,81644.9921875
5,False,1,0,0,39745.1688,64864.6015625
5,False,1,1,1,54033.6264,64864.6015625
5,False,1,2,1,65589.2808,64864.6015625
5,False,1,3,1,77762.1216,64864.6015625
5,False,1,4,1,82909.0956,64864.6015625
5,False,2,0,0,50666.256,64864.6015625
5,False,2,1,1,66432.1584,64864.6015625
5,False,2,2,1,76352.5836,64864.6015625
5,False,2,3,1,86902.2132,64864.6015625
5,False,2,4,1,92244.1056,64864.6015625
5,True,1,0,0,40386.6708,86818.140625
5,True,1,1,1,65870.766,86818.140625
5,True,1,2,1,81338.4372,86818.140625
5,True,1,3,1,102766.0668,86818.140625
5,True,1,4,1,108747.8088,86818.140625
5,True,2,0,0,54782.73,86818.140625
5,True,2,1,1,78307.5528,86818.140625
5,True,2,2,1,91863.006,86818.140625
5,True,2,3,1,111295.524,86818.140625
5,True,2,4,1,118460.484,86818.140625
5,False,1,0,0,36653.2152,54692.86328125
5,False,1,1,1,52496.0628,54692.86328125
5,False,1,2,1,63523.0488,54692.86328125
5,False,1,3,1,77314.3824,54692.86328125
5,False,1,4,1,81938.25,54692.86328125
5,False,2,0,0,47036.4108,54692.86328125
5,False,2,1,1,64618.1724,54692.86328125
5,False,2,2,1,74214.9084,54692.86328125
5,False,2,3,1,86387.484,54692.86328125
5,False,2,4,1,91183.254,54692.86328125
6,True,1,0,0,47433.1404,121937.6484375
6,True,1,1,1,84144.0,121937.6484375
6,True,1,2,1,101199.9024,121937.6484375
6,True,1,3,1,122976.216,121937.6484375
6,True,1,4,1,130929.444,121937.6484375
6,True,2,0,0,66890.274,121937.6484375
6,True,2,1,1,98418.1284,121937.6484375
6,True,2,2,1,113510.6832,121937.6484375
6,True,2,3,1,133975.788,121937.6484375
6,True,2,4,1,142701.864,121937.6484375
6,True,1,0,0,39974.4144,98193.3203125
6,True,1,1,1,69313.0308,98193.3203125
6,True,1,2,1,83165.2848,98193.3203125
6,True,1,3,1,101164.3944,98193.3203125
6,True,1,4,1,107856.984,98193.3203125
6,True,2,0,0,56021.274,98193.3203125
6,True,2,1,1,82283.0796,98193.3203125
6,True,2,2,1,94849.4124,98193.3203125
6,True,2,3,1,110439.3636,98193.3203125
6,True,2,4,1,117627.8436,98193.3203125
6,False,1,0,0,41542.524,104093.4609375
6,False,1,1,1,66728.9004,104093.4609375
6,False,1,2,1,81099.8148,104093.4609375
6,False,1,3,1,99083.0976,104093.4609375
6,False,1,4,1,106108.3944,104093.4609375
6,False,2,0,0,57097.4532,104093.4609375
6,False,2,1,1,80392.1076,104093.4609375
6,False,2,2,1,93559.0608,104093.4609375
6,False,2,3,1,108939.3984,104093.4609375
6,False,2,4,1,116497.4412,104093.4609375
6,True,1,0,0,44016.3516,112971.3984375
6,True,1,1,1,76279.8048,112971.3984375
6,True,1,2,1,91479.4044,112971.3984375
6,True,1,3,1,113009.1564,112971.3984375
6,True,1,4,1,120621.444,112971.3984375
6,True,2,0,0,61233.0756,112971.3984375
6,True,2,1,1,89527.3248,112971.3984375
6,True,2,2,1,103865.3208,112971.3984375
6,True,2,3,1,123351.744,112971.3984375
6,True,2,4,1,131607.18,112971.3984375
6,True,1,0,0,42657.6624,92875.390625
6,True,1,1,1,71410.236,92875.390625
6,True,1,2,1,85527.0876,92875.390625
6,True,1,3,1,104073.492,92875.390625
6,True,1,4,1,110944.4652,92875.390625
6,True,2,0,0,58134.762,92875.390625
6,True,2,1,1,84558.726,92875.390625
6,True,2,2,1,97426.3416,92875.390625
6,True,2,3,1,113756.9652,92875.390625
6,True,2,4,1,121087.008,92875.390625
6,True,1,0,0,40830.882,93953.5546875
6,True,1,1,1,69493.482,93953.5546875
6,True,1,2,1,83526.5328,93953.5546875
6,True,1,3,1,102960.258,93953.5546875
6,True,1,4,1,109883.0628,93953.5546875
6,True,2,0,0,56750.9712,93953.5546875
6,True,2,1,1,82993.266,93953.5546875
6,True,2,2,1,95761.7748,93953.5546875
6,True,2,3,1,112762.6056,93953.5546875
6,True,2,4,1,120199.356,93953.5546875
6,True,1,0,0,44226.5688,116581.71875
6,True,1,1,1,75546.3396,116581.71875
6,True,1,2,1,90290.1384,116581.71875
6,True,1,3,1,109364.742,116581.71875
6,True,1,4,1,116860.5468,116581.71875
6,True,2,0,0,61681.4532,116581.71875
6,True,2,1,1,88671.2232,116581.71875
6,True,2,2,1,102471.1872,116581.71875
6,True,2,3,1,119475.1644,116581.71875
6,True,2,4,1,127464.384,116581.71875
6,True,1,0,0,40702.8804,85219.375
6,True,1,1,1,63303.2748,85219.375
6,True,1,2,1,75405.3276,85219.375
6,True,1,3,1,91056.1644,85219.375
6,True,1,4,1,97002.5268,85219.375
6,True,2,0,0,52112.0628,85219.375
6,True,2,1,1,75911.7828,85219.375
6,True,2,2,1,87139.6056,85219.375
6,True,2,3,1,100296.234,85219.375
6,True,2,4,1,106446.3048,85219.375
8,True,1,0,0,41398.9128,72821.4765625
8,True,1,1,1,60764.7888,72821.4765625
8,True,1,2,1,74652.4332,72821.4765625
8,True,1,3,1,94710.0648,72821.4765625
8,True,1,4,1,101117.1444,72821.4765625
8,True,2,0,0,54285.744,72821.4765625
8,True,2,1,1,74357.3208,72821.4765625
8,True,2,2,1,86134.0668,72821.4765625
8,True,2,3,1,103957.6056,72821.4765625
8,True,2,4,1,110459.508,72821.4765625
8,True,1,0,0,42024.024,94024.40625
8,True,1,1,1,66305.0748,94024.40625
8,True,1,2,1,81147.4512,94024.40625
8,True,1,3,1,99663.9492,94024.40625
8,True,1,4,1,106964.1444,94024.40625
8,True,2,0,0,58246.4064,94024.40625
8,True,2,1,1,80076.4224,94024.40625
8,True,2,2,1,93590.4552,94024.40625
8,True,2,3,1,109558.1832,94024.40625
8,True,2,4,1,117002.3556,94024.40625
8,True,1,0,0,38009.1324,76750.109375
8,True,1,1,1,59977.758,76750.109375
8,True,1,2,1,74143.7052,76750.109375
8,True,1,3,1,92111.5668,76750.109375
8,True,1,4,1,99261.1872,76750.109375
8,True,2,0,0,52993.1604,76750.109375
8,True,2,1,1,74356.4532,76750.109375
8,True,2,2,1,86324.766,76750.109375
8,True,2,3,1,102094.2888,76750.109375
8,True,2,4,1,109477.4532,76750.109375
7,True,1,0,0,46316.376,116607.390625
7,True,1,1,1,84278.9184,116607.390625
7,True,1,2,1,125748.912,116607.390625
7,True,1,3,1,154860.312,116607.390625
7,True,1,4,1,163476.144,116607.390625
7,True,2,0,0,60053.9592,116607.390625
7,True,2,1,1,96298.8396,116607.390625
7,True,2,2,1,134547.36,116607.390625
7,True,2,3,1,163731.744,116607.390625
7,True,2,4,1,173583.804,116607.390625
9,True,1,0,0,38149.644,77956.6328125
9,True,1,1,1,55814.4672,77956.6328125
9,True,1,2,1,68174.0268,77956.6328125
9,True,1,3,1,83964.0,77956.6328125
9,True,1,4,1,90240.996,77956.6328125
9,True,2,0,0,52391.1624,77956.6328125
9,True,2,1,1,69644.5248,77956.6328125
9,True,2,2,1,80490.768,77956.6328125
9,True,2,3,1,94594.9512,77956.6328125
9,True,2,4,1,101047.1016,77956.6328125
9,True,1,0,0,33476.2764,74980.890625
9,True,1,1,1,49624.74,74980.890625
9,True,1,2,1,60004.4472,74980.890625
9,True,1,3,1,72915.2748,74980.890625
9,True,1,4,1,78108.7032,74980.890625
9,True,2,0,0,46407.6504,74980.890625
9,True,2,1,1,61705.488,74980.890625
9,True,2,2,1,72080.0628,74980.890625
9,True,2,3,1,83174.016,74980.890625
9,True,2,4,1,88619.4144,74980.890625
9,True,1,0,0,38412.1848,69290.21875
9,True,1,1,1,54945.3396,69290.21875
9,True,1,2,1,66275.3736,69290.21875
9,True,1,3,1,84019.5588,69290.21875
9,True,1,4,1,89642.1264,69290.21875
9,True,2,0,0,51552.0528,69290.21875
9,True,2,1,1,67235.9184,69290.21875
9,True,2,2,1,78386.4372,69290.21875
9,True,2,3,1,93754.0956,69290.21875
9,True,2,4,1,99571.1136,69290.21875
9,False,1,0,0,36178.4712,56017.46875
9,False,1,1,1,48677.5992,56017.46875
9,False,1,2,1,59046.5388,56017.46875
9,False,1,3,1,72732.2748,56017.46875
9,False,1,4,1,78709.6344,56017.46875
9,False,2,0,0,48482.9796,56017.46875
9,False,2,1,1,61277.3436,56017.46875
9,False,2,2,1,70914.24,56017.46875
9,False,2,3,1,84248.7948,56017.46875
9,False,2,4,1,89748.3276,56017.46875
9,True,1,0,0,36494.6364,73043.2734375
9,True,1,1,1,56086.752,73043.2734375
9,True,1,2,1,68304.7968,73043.2734375
9,True,1,3,1,84903.258,73043.2734375
9,True,1,4,1,90661.3476,73043.2734375
9,True,2,0,0,51277.254,73043.2734375
9,True,2,1,1,69033.3756,73043.2734375
9,True,2,2,1,79690.986,73043.2734375
9,True,2,3,1,94512.0648,73043.2734375
9,True,2,4,1,100449.7032,73043.2734375
9,True,1,0,0,41138.7192,73116.171875
9,True,1,1,1,64745.4612,73116.171875
9,True,1,2,1,78484.7808,73116.171875
9,True,1,3,1,102345.3516,73116.171875
9,True,1,4,1,109410.1992,73116.171875
9,True,2,0,0,56352.4392,73116.171875
9,True,2,1,1,77414.2848,73116.171875
9,True,2,2,1,89631.522,73116.171875
9,True,2,3,1,111891.1644,73116.171875
9,True,2,4,1,118571.9412,73116.171875
9,False,1,0,0,36718.3656,58760.12109375
9,False,1,1,1,49327.9752,58760.12109375
9,False,1,2,1,59895.978,58760.12109375
9,False,1,3,1,74133.6036,58760.12109375
9,False,1,4,1,79716.6444,58760.12109375
9,False,2,0,0,49164.5328,58760.12109375
9,False,2,1,1,62015.1216,58760.12109375
9,False,2,2,1,71811.522,58760.12109375
9,False,2,3,1,84827.496,58760.12109375
9,False,2,4,1,91463.7012,58760.12109375
9,True,1,0,0,37548.4248,64146.8515625
9,True,1,1,1,54790.5348,64146.8515625
9,True,1,2,1,66063.2172,64146.8515625
9,True,1,3,1,84006.9252,64146.8515625
9,True,1,4,1,89540.3844,64146.8515625
9,True,2,0,0,50256.4512,64146.8515625
9,True,2,1,1,66801.1116,64146.8515625
9,True,2,2,1,77907.012,64146.8515625
9,True,2,3,1,93423.1464,64146.8515625
9,True,2,4,1,99148.8636,64146.8515625
9,True,1,0,0,35438.8008,56364.53515625
9,True,1,1,1,51663.6324,56364.53515625
9,True,1,2,1,62676.0,56364.53515625
9,True,1,3,1,78624.7968,56364.53515625
9,True,1,4,1,84469.0836,56364.53515625
9,True,2,0,0,47518.4652,56364.53515625
9,True,2,1,1,63935.6364,56364.53515625
9,True,2,2,1,74145.252,56364.53515625
9,True,2,3,1,88628.3736,56364.53515625
9,True,2,4,1,95430.252,56364.53515625
9,True,1,0,0,37179.3312,76809.671875
9,True,1,1,1,56751.1524,76809.671875
9,True,1,2,1,68688.732,76809.671875
9,True,1,3,1,84104.5608,76809.671875
9,True,1,4,1,89439.5448,76809.671875
9,True,2,0,0,51943.8168,76809.671875
9,True,2,1,1,69268.2768,76809.671875
9,True,2,2,1,79629.6216,76809.671875
9,True,2,3,1,93358.1664,76809.671875
9,True,2,4,1,98832.0468,76809.671875
9,True,1,0,0,40883.52,84294.203125
9,True,1,1,1,63403.9272,84294.203125
9,True,1,2,1,76597.2072,84294.203125
9,True,1,3,1,95149.1892,84294.203125
9,True,1,4,1,101743.8864,84294.203125
9,True,2,0,0,57409.6644,84294.203125
9,True,2,1,1,76587.3456,84294.203125
9,True,2,2,1,88316.25,84294.203125
9,True,2,3,1,104838.7152,84294.203125
9,True,2,4,1,111561.1176,84294.203125
9,False,1,0,0,35823.5568,62543.97265625
9,False,1,1,1,51027.738,62543.97265625
9,False,1,2,1,61498.7052,62543.97265625
9,False,1,3,1,74444.016,62543.97265625
9,False,1,4,1,80536.6344,62543.97265625
9,False,2,0,0,48466.7604,62543.97265625
9,False,2,1,1,63781.6056,62543.97265625
9,False,2,2,1,73540.6524,62543.97265625
9,False,2,3,1,86062.5468,62543.97265625
9,False,2,4,1,91585.2768,62543.97265625
9,False,1,0,0,35647.3092,43037.359375
9,False,1,1,1,48149.8272,43037.359375
9,False,1,2,1,58481.8824,43037.359375
9,False,1,3,1,71207.4144,43037.359375
9,False,1,4,1,76394.7252,43037.359375
9,False,2,0,0,47857.5588,43037.359375
9,False,2,1,1,60922.9632,43037.359375
9,False,2,2,1,70508.9652,43037.359375
9,False,2,3,1,82154.268,43037.359375
9,False,2,4,1,88503.7968,43037.359375
9,False,1,0,0,36262.4244,46576.828125
9,False,1,1,1,48891.1464,46576.828125
9,False,1,2,1,59379.6324,46576.828125
9,False,1,3,1,73027.764,46576.828125
9,False,1,4,1,78464.9412,46576.828125
9,False,2,0,0,48811.392,46576.828125
9,False,2,1,1,61661.1444,46576.828125
9,False,2,2,1,71398.5528,46576.828125
9,False,2,3,1,83900.238,46576.828125
9,False,2,4,1,90361.8696,46576.828125
