state,isMetro,parent_count,child_count,needs_childcare,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes
14,False,1,4,1,11196.0,10151.845440000001,13948.558799999999,18390.0,7767.08166,13456.6842,8872.9413
14,False,2,0,0,6762.0,5278.34544,13134.3144,12445.38,4364.17182,0.0,7512.1992
14,False,2,1,1,8400.0,6569.4324,14417.7654,15487.2072,5454.03804,6934.86654,8869.90248
14,False,2,2,1,8400.0,8320.044419999998,14934.8784,18529.0344,6090.92232,11922.13914,9044.4258
14,False,2,3,1,11196.0,10158.14172,15212.9004,21570.8628,7769.421060000001,13456.6842,9916.113239999999
14,False,2,4,1,11196.0,12431.1306,15294.414,24612.6912,8595.40176,13456.6842,9591.839759999999
14,True,1,0,0,7078.3605,3055.4745000000003,10461.65112,5953.34988,3625.92552,0.0,6049.96692
14,True,1,1,1,10066.878659999998,4503.02706,11413.052520000001,9104.4756,5200.572840000001,9461.928179999999,7600.4022
14,True,1,2,1,10066.878659999998,6597.687,12489.6636,12255.6012,5931.201779999999,15896.294399999999,8844.24426
14,True,1,3,1,12948.015,8801.60556,13270.7592,15406.7268,7842.843,17876.0988,11236.75014
14,True,1,4,1,12948.015,10773.76026,13904.014200000001,18557.8536,8548.9398,17876.0988,11538.12888
14,True,2,0,0,7840.23048,5601.7036800000005,12759.3468,11906.69976,4806.686100000001,0.0,7621.91238
14,True,2,1,1,10066.878659999998,6971.884319999999,13870.208999999999,15057.8244,6061.72356,9461.928179999999,9760.828140000001
14,True,2,2,1,10066.878659999998,8829.740880000001,14525.5872,18208.9512,6709.75452,15896.294399999999,10440.21492
14,True,2,3,1,12948.015,10780.442159999999,15230.0928,21360.078,8551.33266,17876.0988,11763.718499999999
14,True,2,4,1,12948.015,13192.677599999999,15624.294600000001,24511.2024,9414.99246,17876.0988,11878.925879999999
15,False,1,0,0,6144.0,2811.65892,11023.54206,4962.69,3279.88644,0.0,4971.31548
15,False,1,1,1,8784.0,4143.70182,11760.00954,7378.4604,4736.708280000001,6356.88462,5115.59382
15,False,1,2,1,8784.0,6071.21634,12570.7062,9794.23164,5442.63594,12939.7638,5391.9492
15,False,1,3,1,11814.0,8099.2698,13611.0786,12210.0036,7149.85476,14965.2654,6675.53136
15,False,1,4,1,11814.0,9914.05374,13906.7634,14625.7752,7812.96348,14965.2654,5815.24608
15,False,2,0,0,6906.0,5154.7086,13002.8598,9925.37988,4415.47152,0.0,6014.68158
15,False,2,1,1,8784.0,6415.553459999999,13801.6242,12341.1504,5568.093360000001,6356.88462,6689.43528
15,False,2,2,1,8784.0,8125.1601,14858.7576,14756.9208,6174.72948,12939.7638,6965.51952
15,False,2,3,1,11814.0,9920.20314,15136.9794,17172.6924,7815.14244,14965.2654,7453.21104
15,False,2,4,1,11814.0,12139.9512,15217.7004,19588.4628,8619.16002,14965.2654,6577.12134
15,True,1,0,0,6924.0,2946.53544,10750.12938,4909.34988,3534.16386,0.0,5076.50592
15,True,1,1,1,9759.84708,4342.47768,11666.89272,7541.7429,5052.87564,10055.45106,6297.05094
15,True,1,2,1,9759.84708,6362.45508,12499.840199999999,10174.1367,5806.89786,18731.4642,7694.75976
15,True,1,3,1,12843.9516,8487.79464,13391.2962,12806.529600000002,7595.94282,21401.0052,9841.761480000001
15,True,1,4,1,12843.9516,10389.63576,13710.607199999999,15438.923999999999,8263.20594,21401.0052,9695.445179999999
15,True,2,0,0,7760.265719999999,5401.98192,12960.3804,9818.69976,4737.8055,0.0,6302.29284
15,True,2,1,1,9759.84708,6723.31056,13775.5944,12451.0932,5948.69994,10055.45106,8024.60334
15,True,2,2,1,9759.84708,8514.92796,14677.930199999999,15083.485799999999,6609.96792,18731.4642,8881.08174
15,True,2,3,1,12843.9516,10396.08036,14983.4532,17715.8808,8265.52848,21401.0052,9856.46892
15,True,2,4,1,12843.9516,12722.31,15070.5828,20348.2734,9103.96176,21401.0052,9475.42566
16,False,1,0,0,6516.0,3138.47532,11654.32806,5766.69,3507.0065999999997,0.0,5757.10548
16,False,1,1,1,8616.0,4625.35002,12278.6346,8581.94388,4820.02446,6108.003839999999,5793.66414
16,False,1,2,1,8616.0,6776.91024,13375.6728,11397.1992,5609.92896,8996.580300000001,5409.21276
16,False,1,3,1,11424.0,9040.698120000001,14101.4634,14212.4544,7364.056259999999,9885.37356,6712.160159999999
16,False,1,4,1,11424.0,11066.42508,14359.218,17027.7084,8110.15722,9885.37356,6215.367179999999
16,False,2,0,0,6570.0,5753.87184,13566.020400000001,11533.37988,4506.40722,0.0,6558.3200400000005
16,False,2,1,1,8616.0,7161.27246,14552.8758,14348.634,5751.03972,6108.003839999999,7503.71076
16,False,2,2,1,8616.0,9069.597300000001,15348.063,17163.888,6448.39308,8996.580300000001,7002.56616
16,False,2,3,1,11424.0,11073.28896,15580.3554,19979.1444,8112.4797,9885.37356,7529.9022
16,False,2,4,1,11424.0,13551.051599999999,15628.1184,22794.3984,8989.59522,9885.37356,6915.37134
16,True,1,0,0,6810.1392,3185.16324,11256.40872,5653.34988,3700.63812,0.0,5746.43952
16,True,1,1,1,9803.74368,4694.15664,12001.9704,8655.4146,5192.21772,8751.96312,6620.10576
16,True,1,2,1,9803.74368,6877.72488,13309.2204,11657.4792,5955.0612,14734.1268,7288.125
16,True,1,3,1,12569.8428,9175.18728,13839.996,14659.5444,7802.52324,16574.7936,9809.42208
16,True,1,4,1,12569.8428,11231.05008,14107.362,17661.6096,8549.86968,16574.7936,9790.5234
16,True,2,0,0,7441.5432,5839.46628,13211.9256,11306.69976,4744.5264,0.0,6779.16432
16,True,2,1,1,9803.74368,7267.80396,14548.374,14308.764,6091.33848,8751.96312,8294.625
16,True,2,2,1,9803.74368,9204.51636,15047.9472,17310.8292,6811.0356,14734.1268,8584.18728
16,True,2,3,1,12569.8428,11238.01536,15273.2832,20312.8944,8552.40156,16574.7936,9698.844
16,True,2,4,1,12569.8428,13752.6372,15278.9016,23314.9584,9519.69432,16574.7936,9752.36724
17,False,1,0,0,5700.0,2832.40944,11269.65888,4738.79004,3131.12292,0.0,5423.38884
17,False,1,1,1,7956.0,4174.2828,11983.0752,7076.9238,4411.90104,5762.01456,5517.83976
17,False,1,2,1,7956.0,6116.0226,12713.7228,9415.05756,5123.20128,10585.27512,5551.75008
17,False,1,3,1,10632.0,8159.04348,13214.2584,11753.19288,6796.185,12069.3552,6610.1484
17,False,1,4,1,10632.0,9987.22044,13442.9316,14091.3264,7447.60404,12069.3552,6053.625
17,False,2,0,0,6360.0,5192.75064,13092.7776,9477.58008,4196.60892,0.0,6467.3826
17,False,2,1,1,7956.0,6462.90084,13781.2572,11815.71384,5250.26988,5762.01456,7115.65644
17,False,2,2,1,7956.0,8185.12428,14229.8712,14153.8476,5881.15644,10585.27512,7001.71872
17,False,2,3,1,10632.0,9993.41532,14475.252,16491.9828,7449.94704,12069.3552,7611.57792
17,False,2,4,1,10632.0,12229.5456,15079.17,18830.1156,8261.03244,12069.3552,7085.50776
17,True,1,0,0,6711.04032,3019.1616,11310.82248,4645.47984,3509.79048,0.0,5760.24204
17,True,1,1,1,9432.0,4449.51084,12056.724,7024.97388,5036.43384,6658.248,6457.24224
17,True,1,2,1,9432.0,6519.27612,13056.1644,9404.46756,5752.88892,15286.272,7762.2576
17,True,1,3,1,13266.5124,8697.00216,13691.9892,11783.96196,7707.88032,17941.0476,10548.71124
17,True,1,4,1,13266.5124,10645.719,14121.0,14163.4572,8401.84428,17941.0476,10461.67968
17,True,2,0,0,7624.06416,5535.13032,13320.2904,9290.95968,4655.9352,0.0,7127.63676
17,True,2,1,1,9432.0,6889.02612,14394.6984,11670.45408,5880.87852,6658.248,8335.24224
17,True,2,2,1,9432.0,8724.80352,15032.94,14049.948,6516.33696,15286.272,9265.344
17,True,2,3,1,13266.5124,10652.32248,15301.296,16429.4412,8404.19532,17941.0476,10785.27324
17,True,2,4,1,13266.5124,13035.8892,15553.7496,18808.9356,9253.01592,17941.0476,10614.5076
18,False,1,0,0,6816.0,3174.7884,11149.44576,6274.79004,3642.15888,0.0,5570.24016
18,False,1,1,1,8700.0,4678.8666,11751.4878,9376.11696,4892.01348,4248.37644,5317.10556
18,False,1,2,1,8700.0,6855.32148,12404.0112,12477.444,5701.24656,7529.78244,5315.87508
18,False,1,3,1,11760.0,9145.3008,12838.188,15578.7696,7544.37816,8539.44648,6896.45292
18,False,1,4,1,11760.0,11194.467,13025.5224,18680.0964,8272.13748,8539.44648,6743.66376
18,False,2,0,0,7416.0,5820.44568,13034.5008,12549.5796,4772.95788,0.0,6679.91376
18,False,2,1,1,8700.0,7244.1306,13638.9912,15650.9064,5845.81056,4248.37644,7083.1794
18,False,2,2,1,8700.0,9174.53544,14038.8768,18752.2344,6546.21828,7529.78244,6871.0818
18,False,2,3,1,11760.0,11201.41044,14199.912,21853.56,8274.5874,8539.44648,7542.5706
18,False,2,4,1,11760.0,13707.8412,14805.1368,24954.888,9192.62916,8539.44648,7242.25776
18,True,1,0,0,7832.84472,3299.28996,10652.3496,5785.47984,4036.1916,0.0,5707.08
18,True,1,1,1,10412.0772,4862.3514,11447.8044,8731.40628,5563.66008,5956.25688,6252.12888
18,True,1,2,1,10412.0772,7124.15772,12600.2316,11677.33224,6414.12744,9667.98852,6510.71484
18,True,1,3,1,13296.0,9503.94072,13336.386,14623.2588,8330.37084,10810.0584,8905.40628
18,True,1,4,1,13296.0,11633.46612,13680.48,17569.1856,9131.09916,10810.0584,9145.62528
18,True,2,0,0,8400.0,6048.69876,12799.4196,11570.95968,5200.8732,0.0,6939.66432
18,True,2,1,1,10412.0772,7528.21368,13738.8828,14516.886,6566.0574,5956.25688,7929.10176
18,True,2,2,1,10412.0772,9534.32148,14526.5904,17462.8128,7291.01436,9667.98852,8034.3516
18,True,2,3,1,13296.0,11640.68184,15036.27,20408.7396,9133.81272,10810.0584,8922.62472
18,True,2,4,1,13296.0,14245.4028,15083.394,23354.664,10113.22116,10810.0584,8772.78144
19,False,1,0,0,16020.0,3942.54744,11101.4436,5534.18004,7233.21828,0.0,9551.92164
19,False,1,1,1,23712.0,5810.35728,12013.1772,8515.11252,10708.19532,13234.2996,15176.172
19,False,1,2,1,23712.0,8513.14452,13036.506,11496.04536,11692.67508,18500.3844,17484.0156
19,False,1,3,1,29496.0,11356.90944,14362.0596,14476.9788,14824.2768,20120.7192,22588.1256
19,False,1,4,1,29496.0,13901.6256,14891.568,17457.9108,15751.182,20120.7192,22939.5156
19,False,2,0,0,20796.0,7228.00416,13523.79,11068.36008,10167.98652,0.0,12198.6564
19,False,2,1,1,23712.0,8995.97976,14529.2112,14049.2928,11868.54708,13234.2996,15853.8048
19,False,2,2,1,23712.0,11393.21412,15915.3252,17030.2248,12741.7308,18500.3844,17753.4372
19,False,2,3,1,29496.0,13910.2488,16429.9968,20011.1592,15754.3212,20120.7192,22001.0628
19,False,2,4,1,29496.0,17022.81,16711.4712,22992.0912,16888.0632,20120.7192,22818.9444
19,True,1,0,0,13200.0,3973.67316,9597.76104,4156.53996,6433.221,0.0,7981.21512
19,True,1,1,1,20004.0,5856.22812,10647.05496,6391.65972,9402.34572,14598.3336,12775.3128
19,True,1,2,1,20004.0,8580.35376,11967.52584,8626.77828,10389.40356,25122.3492,16628.3508
19,True,1,3,1,25068.0,11446.5696,12848.112,10861.8984,13259.5428,28360.5024,21646.0008
19,True,1,4,1,25068.0,14011.3752,13458.4356,13097.0172,14188.8732,28360.5024,21863.2572
19,True,2,0,0,15180.0,7285.06716,12114.3612,8313.0798,8452.815,0.0,9603.55884
19,True,2,1,1,20004.0,9066.99972,13330.584,10548.1992,10565.73408,14598.3336,13508.6724
19,True,2,2,1,20004.0,11483.15916,14245.7256,12783.3192,11441.20464,25122.3492,16378.7112
19,True,2,3,1,25068.0,14020.0644,14727.1008,15018.438,14192.022,28360.5024,20463.1104
19,True,2,4,1,25068.0,17157.2004,15083.754,17253.5568,15328.728,28360.5024,20944.9224
20,False,1,0,0,8976.0,3237.03924,11330.25732,3646.79004,4395.19152,0.0,5928.44124
20,False,1,1,1,11244.0,4770.609,12625.0092,5442.342,5802.72432,7320.25704,6300.74628
20,False,1,2,1,11244.0,6989.73852,13488.6084,7237.89408,6606.80268,12163.7052,6016.39452
20,False,1,3,1,14880.0,9324.6204,14102.8668,9033.44532,8761.59228,13653.996,7776.21096
20,False,1,4,1,14880.0,11413.96584,14459.1492,10828.998,9518.6448,13653.996,7143.54708
20,False,2,0,0,9036.0,5934.57168,14073.2664,7293.58008,5369.29176,0.0,6654.95724
20,False,2,1,1,11244.0,7386.17208,14889.852,9089.13204,6750.44604,7320.25704,7660.28544
20,False,2,2,1,11244.0,9354.42768,15470.5068,10884.68412,7463.62284,12163.7052,7150.82004
20,False,2,3,1,14880.0,11421.0462,15803.0436,12680.2356,9521.2104,13653.996,7960.3206
20,False,2,4,1,14880.0,13976.622,16165.1964,14475.7884,10447.19604,13653.996,7108.719
20,True,1,0,0,10692.0,3434.16648,10514.77368,3553.47984,5118.46728,0.0,6630.73464
20,True,1,1,1,16116.0,5061.12708,11676.08568,5390.39208,7673.30856,10254.843,8562.77712
20,True,1,2,1,16116.0,7415.39724,12774.7524,7227.30396,8526.35304,16568.1156,9714.28932
20,True,1,3,1,21358.7904,9892.46556,13606.8132,9064.21584,11182.78488,18510.6612,13259.43
20,True,1,4,1,21358.7904,12109.0464,14294.4816,10901.12772,11954.3958,18510.6612,13162.2888
20,True,2,0,0,13224.0,6295.97172,13249.3728,7106.95968,7004.36064,0.0,7947.93384
20,True,2,1,1,16116.0,7835.97144,14105.8824,8943.87156,8678.74368,10254.843,9976.54692
20,True,2,2,1,16116.0,9924.08784,14997.3264,10780.78416,9428.42436,16568.1156,10203.92208
20,True,2,3,1,21358.7904,12116.5572,15500.7252,12617.6952,11957.01048,18510.6612,12233.4216
20,True,2,4,1,21358.7904,14827.7628,15947.7204,14454.6084,12925.4928,18510.6612,11951.16432
21,False,1,0,0,7584.0,3786.921,11256.46728,5054.18004,4067.50272,0.0,5869.20516
21,False,1,1,1,10056.0,5581.00164,11957.82204,7600.3872,5588.33784,6455.78388,5878.83216
21,False,1,2,1,10056.0,8177.09988,12943.7604,10146.59472,6492.9258,10732.49928,5926.58976
21,False,1,3,1,12504.0,10908.61152,13875.21,12692.8008,8521.78716,12048.4128,8265.81228
21,False,1,4,1,12504.0,13352.8764,14191.122,15239.01,9446.26536,12048.4128,8439.98436
21,False,2,0,0,7632.0,6942.68916,13188.3876,10108.36008,5312.99268,0.0,6816.5274
21,False,2,1,1,10056.0,8640.87528,13978.0572,12654.5664,6654.5244,6455.78388,7726.04292
21,False,2,2,1,10056.0,10943.4822,15058.2012,15200.7744,7456.84932,10732.49928,7756.80468
21,False,2,3,1,12504.0,13361.1612,15325.9584,17746.9824,9449.39724,12048.4128,8797.5234
21,False,2,4,1,12504.0,16350.8568,15386.4336,20293.1892,10580.1702,12048.4128,8725.00776
21,True,1,0,0,8604.0,4077.42444,10376.9238,4612.53996,4741.59336,0.0,6323.53488
21,True,1,1,1,13032.0,6009.13224,11205.0498,6934.28616,7115.4258,7928.5686,7777.25028
21,True,1,2,1,13032.0,8804.38404,12151.284,9256.03272,8228.76564,13382.1504,8969.37528
21,True,1,3,1,17184.0,11745.43584,13093.2036,11577.77928,10904.61108,15060.1752,12500.1564
21,True,1,4,1,17184.0,14377.2072,13795.2024,13899.5256,11952.8364,15060.1752,12836.2032
21,True,2,0,0,10704.0,7475.27784,12603.3672,9225.0798,6855.86064,0.0,7827.03876
21,True,2,1,1,13032.0,9303.73608,13502.5956,11546.82636,8427.65628,7928.5686,9442.93728
21,True,2,2,1,13032.0,11782.9812,14307.3312,13868.5728,9415.13088,13382.1504,9711.14064
21,True,2,3,1,17184.0,14386.1256,15087.4428,16190.3208,11956.38792,15060.1752,11849.75028
21,True,2,4,1,17184.0,17605.17,15377.1684,18512.0652,13238.5224,15060.1752,12230.07
22,False,1,0,0,6360.0,3050.28684,11205.64236,4350.69,3416.469,0.0,5118.33396
22,False,1,1,1,8808.0,4495.38168,12038.6388,6462.37644,4889.69748,6673.46928,5371.25388
22,False,1,2,1,8808.0,6586.48536,12838.9728,8574.06372,5667.32184,13791.8364,6042.38676
22,False,1,3,1,12012.0,8786.66232,13871.1564,10685.75028,7510.74468,15982.1028,7789.79664
22,False,1,4,1,12012.0,10755.46872,14186.1384,12797.4372,8219.74872,15982.1028,7054.92192
22,False,2,0,0,7272.0,5592.19296,13169.8788,8701.37988,4668.69576,0.0,6175.79292
22,False,2,1,1,8808.0,6960.04764,13957.6056,10813.06644,5799.16404,6673.46928,6977.71512
22,False,2,2,1,8808.0,8814.74928,15061.8168,12924.7524,6494.0544,13791.8364,7509.45336
22,False,2,3,1,12012.0,10762.13892,15340.9248,15036.4392,8222.19144,15982.1028,8159.75028
22,False,2,4,1,12012.0,13170.2796,15469.9728,17148.1272,9103.65972,15982.1028,7242.78144
22,True,1,0,0,7539.922500000001,3076.22466,10201.26636,4045.34988,3822.01536,0.0,5064.6054
22,True,1,1,1,10533.508259999999,4533.60768,11145.06258,6248.4474,5474.87478,7667.23242,5873.5057799999995
22,True,1,2,1,10533.508259999999,6642.492899999999,12260.2392,8451.54528,6229.57104,16922.678399999997,7539.06444
22,True,1,3,1,13707.135600000001,8861.37852,13041.7356,10654.6428,8207.285520000001,19770.506999999998,9748.76184
22,True,1,4,1,13707.135600000001,10846.926660000001,13406.145,12857.7408,8917.022099999998,19770.506999999998,9298.35936
22,True,2,0,0,8400.0,5639.7456600000005,12446.543399999999,8090.69976,5052.69306,0.0,6194.1738000000005
22,True,2,1,1,10533.508259999999,7019.23128,13588.2156,10293.79794,6372.06264,7667.23242,7565.12292
22,True,2,2,1,10533.508259999999,8889.705300000001,14400.5664,12496.8948,7079.52504,16922.678399999997,8576.4375
22,True,2,3,1,13707.135600000001,10853.654999999999,14743.9452,14699.9934,8919.42702,19770.506999999998,9498.5427
22,True,2,4,1,13707.135600000001,13282.2714,14955.0762,16903.090799999998,9822.195960000001,19770.506999999998,8927.3514
23,False,1,0,0,5808.0,3169.60068,11326.560420000002,4530.69,3313.0876200000002,0.0,4951.1133
23,False,1,1,1,8808.0,4671.2214,12148.4346,7411.81344,4925.60592,6766.71204,4811.710859999999
23,False,1,2,1,8808.0,6844.119839999999,13460.447400000001,10292.93628,5712.24888,11301.61524,4918.910159999999
23,False,1,3,1,11898.0,9130.35756,14013.931199999999,13174.0608,7615.6285800000005,12696.9696,7143.48816
23,False,1,4,1,11898.0,11176.1748,14355.160800000001,16055.1828,8379.827280000001,12696.9696,6915.7302
23,False,2,0,0,6858.0,5810.93502,13386.928800000002,9061.37988,4613.55876,0.0,5886.60738
23,False,2,1,1,8808.0,7232.29392,14676.1092,11942.50344,5851.51866,6766.71204,7001.21886
23,False,2,2,1,8808.0,9159.5442,15205.8168,14823.6264,6553.80468,11301.61524,6835.535159999999
23,False,2,3,1,11898.0,11183.107199999999,15524.3622,17704.7496,8382.32298,12696.9696,7918.277340000001
23,False,2,4,1,11898.0,13685.4426,15644.2638,20585.8728,9268.314,12696.9696,7351.097519999999
23,True,1,0,0,7911.32148,3371.91576,10975.97832,3949.34988,4121.91468,0.0,5575.89072
23,True,1,1,1,11232.0,4969.38432,11875.2744,6691.36812,6112.02792,11935.2312,8109.78876
23,True,1,2,1,11232.0,7280.97876,12926.9664,9433.38576,7054.63404,20382.8976,11129.31228
23,True,1,3,1,16080.0,9713.14524,13817.3604,12175.4028,9722.77656,22982.1792,15753.5088
23,True,1,4,1,16080.0,11889.5478,14350.2,14917.4208,10588.689,22982.1792,16625.0628
23,True,2,0,0,8806.94748,6181.84572,13109.1624,7898.69976,5668.90872,0.0,6854.41044
23,True,2,1,1,11232.0,7693.92924,14107.4496,10640.718,7198.27812,11935.2312,9941.10936
23,True,2,2,1,11232.0,9744.1956,15053.0352,13382.736,7911.4548,20382.8976,11480.28144
23,True,2,3,1,16080.0,11896.92264,15593.6856,16124.754,10591.2546,22982.1792,14937.1644
23,True,2,4,1,16080.0,14558.9808,15989.922,18866.772,11517.24024,22982.1792,15353.9376
24,False,1,0,0,5484.0,2946.53544,11179.7988,6618.69,3081.03072,0.0,5193.41604
24,False,1,1,1,7944.0,4342.47768,11849.61768,9857.27784,4457.41584,4687.58496,5157.6522
24,False,1,2,1,7944.0,6362.45508,12552.3432,13095.8676,5191.91052,8929.93356,5438.4726
24,False,1,3,1,10596.0,8487.79464,12997.5516,16334.4552,6913.17192,10235.27124,6829.17552
24,False,1,4,1,10596.0,10389.63576,13756.1328,19573.0428,7570.73952,10235.27124,6756.80496
24,False,2,0,0,6072.0,5401.98192,13053.5304,13237.38,4188.3288,0.0,6116.78136
24,False,2,1,1,7944.0,6723.31056,13711.9368,16475.9676,5323.12284,4687.58496,6941.8674
24,False,2,2,1,7944.0,8514.92796,14160.4836,19714.5552,5974.5828,8929.93356,7046.70708
24,False,2,3,1,10596.0,10396.08036,14951.0844,22953.1452,7572.96756,10235.27124,8004.45336
24,False,2,4,1,10596.0,12722.31,14945.1744,26191.734,8378.41332,10235.27124,7610.31228
24,True,1,0,0,6768.0,3071.037,10995.46068,5221.34988,3591.77784,0.0,5362.48824
24,True,1,1,1,9665.70408,4525.96248,11722.2708,8008.76664,5064.63612,6977.97288,6075.17172
24,True,1,2,1,9665.70408,6631.2912,12463.7436,10796.18412,5816.46828,13227.9288,7010.75388
24,True,1,3,1,13048.83,8846.43456,12975.3,13583.6004,7869.73248,15150.9912,9335.10132
24,True,1,4,1,13048.83,10828.63476,13619.9388,16371.018,8549.13792,15150.9912,9631.92192
24,True,2,0,0,7552.56,5630.235,12967.938,10442.69976,4704.12852,0.0,6152.69892
24,True,2,1,1,9665.70408,7007.39424,13690.086,13230.1176,5938.93356,6977.97288,7742.34744
24,True,2,2,1,9665.70408,8874.71412,14267.5608,16017.5328,6633.936,13227.9288,8408.96856
24,True,2,3,1,13048.83,10835.35176,14810.256,18804.9504,8551.44,15150.9912,9619.41432
24,True,2,4,1,13048.83,13259.8728,15091.482,21592.368,9388.38792,15150.9912,9596.67192
25,False,1,0,0,6420.0,3164.41296,11097.87816,5914.79004,3465.38376,0.0,5502.64056
25,False,1,1,1,8208.0,4663.5762,11781.06516,8837.2434,4691.58108,2796.4422,4761.83604
25,False,1,2,1,8208.0,6832.9182,12495.006,11759.69676,5490.50496,4083.01392,4484.13684
25,False,1,3,1,10836.0,9115.41432,12962.2176,14682.15,7183.73436,4478.8824,4978.99992
25,False,1,4,1,10836.0,11157.8826,13182.5088,17604.6036,7937.96928,4478.8824,4559.5272
25,False,2,0,0,6468.0,5801.42436,12972.7164,11829.58008,4491.72108,0.0,6299.0742
25,False,2,1,1,8208.0,7220.45724,13683.618,14752.0344,5633.22768,2796.4422,6429.08568
25,False,2,2,1,8208.0,9144.55296,14176.326,17674.4868,6341.83224,4083.01392,5928.99204
25,False,2,3,1,10836.0,11164.80396,14354.334,20596.9404,7940.44332,4478.8824,6206.17164
25,False,2,4,1,10836.0,13663.044,14429.2872,23519.394,8836.67652,4478.8824,5707.26564
25,True,1,0,0,7379.48436,3226.66368,10734.31644,5761.47984,3825.32304,0.0,5702.77332
25,True,1,1,1,9587.98464,4755.31824,11461.06788,8695.48092,5256.83052,5021.15484,5614.16784
25,True,1,2,1,9587.98464,6967.33668,12263.0424,11629.48164,6055.75452,8107.88448,5476.71096
25,True,1,3,1,12413.916,9294.7332,13066.038,14563.4844,8114.96928,9057.64752,6898.55496
25,True,1,4,1,12413.916,11377.38276,13366.3992,17497.4844,8925.40356,9057.64752,6815.74224
25,True,2,0,0,8112.0,5915.5506,12806.3628,11522.95968,5211.26436,0.0,6695.94144
25,True,2,1,1,9587.98464,7362.498,13520.3676,14456.9604,6198.47748,5021.15484,7278.45336
25,True,2,2,1,9587.98464,9324.44532,14173.338,17390.9616,6915.5412,8107.88448,6920.89824
25,True,2,3,1,12413.916,11384.43972,14619.8916,20324.9616,8928.1494,9057.64752,8037.01536
25,True,2,4,1,12413.916,13931.826,14648.2548,23258.9628,9919.42968,9057.64752,7626.52368
26,False,1,0,0,7092.0,3351.16548,12029.3508,5013.2802,3816.17364,0.0,5994.61524
26,False,1,1,1,9612.0,4938.80388,12660.8412,7529.9106,5489.595,7006.3176,6757.76952
26,False,1,2,1,9612.0,7236.17208,13912.5936,10046.54004,6326.21196,15116.6124,8588.06256
26,False,1,3,1,12828.0,9653.373,14383.3944,12563.1696,8209.14108,17612.0856,11428.6956
26,False,1,4,1,12828.0,11816.38188,14544.9636,15079.8,8980.752,17612.0856,11343.33624
26,False,2,0,0,7728.0,6143.80368,13943.7396,10026.56028,5085.0462,0.0,6678.07392
26,False,2,1,1,9612.0,7646.5818,15241.3056,12543.1908,6471.69648,7006.3176,8288.0544
26,False,2,2,1,9612.0,9684.23076,15690.0324,15059.8212,7194.0168,15116.6124,9437.94504
26,False,2,3,1,12828.0,11823.70968,15799.0308,17576.4492,8983.36668,17612.0856,10871.8674
26,False,2,4,1,12828.0,14469.3876,15941.3976,20093.0796,9957.873,17612.0856,10742.73408
26,True,1,0,0,7308.0,3288.91512,10386.2988,4520.37996,3817.12428,0.0,5796.2208
26,True,1,1,1,10228.5798,4847.06136,11007.33036,6784.12644,5479.11984,8519.37084,7080.4182
26,True,1,2,1,10228.5798,7101.75516,12409.8756,9047.874,6303.81588,17681.7264,9302.0976
26,True,1,3,1,14133.8424,9474.05352,13231.0824,11311.62156,8586.55884,20500.9116,12639.7812
26,True,1,4,1,14133.8424,11596.88304,13790.634,13575.3672,9363.02268,20500.9116,12483.0312
26,True,2,0,0,7757.02956,6029.67768,12531.4044,9040.76004,5016.14352,0.0,6329.19948
26,True,2,1,1,10228.5798,7504.54032,13863.5376,11304.50688,6451.14252,8519.37084,8440.03488
26,True,2,2,1,10228.5798,9504.33912,14652.7896,13568.2524,7182.60576,17681.7264,9822.85176
26,True,2,3,1,14133.8424,11604.07548,15189.6396,15832.0008,9365.65428,20500.9116,11682.26592
26,True,2,4,1,14133.8424,14200.6068,15520.932,18095.748,10315.3836,20500.9116,11514.1956
27,False,1,0,0,6690.0,3065.84958,11132.81946,6010.79004,3527.65902,0.0,5764.5996
27,False,1,1,1,8316.0,4518.31746,11826.98472,8980.94316,4736.25426,6484.77246,5946.08604
27,False,1,2,1,8316.0,6620.08992,12565.097399999999,11951.09616,5528.76198,10767.68004,6134.562540000001
27,False,1,3,1,11400.0,8831.49168,13038.918,14921.25,7287.02202,12085.497599999999,7767.03924
27,False,1,4,1,11400.0,10810.343280000001,13443.417,17891.4024,7982.10024,12085.497599999999,7771.5117
27,False,2,0,0,6852.0,5620.7247,13022.3646,12021.5796,4488.52866,0.0,6662.85132
27,False,2,1,1,8316.0,6995.55762,13729.462800000001,14991.732,5664.15084,6484.77246,7856.69526
27,False,2,2,1,8316.0,8859.723300000001,14240.968799999999,17961.8868,6337.6794,10767.68004,7879.761479999999
27,False,2,3,1,11400.0,10817.048579999999,14559.249,20932.0404,7984.43076,12085.497599999999,8721.97266
27,False,2,4,1,11400.0,13237.4742,14961.66,23902.1928,8839.29234,12085.497599999999,8399.972880000001
27,True,1,0,0,8214.0,3128.10018,10698.44496,5353.47984,4064.5783199999996,0.0,6033.29094
27,True,1,1,1,10295.733059999999,4610.05962,11533.15362,8084.75832,5416.02612,8540.17932,6812.04312
27,True,1,2,1,10295.733059999999,6754.507680000001,12313.8192,10816.036380000001,6173.71512,13641.163199999999,7418.779140000001
27,True,1,3,1,13791.4008,9010.81128,13109.6904,13547.3148,8209.614239999999,15210.696,9613.08984
27,True,1,4,1,13791.4008,11029.842059999999,13568.137200000001,16278.5934,8919.35082,15210.696,9905.609639999999
